lcf.game168.com.tw,57989,4934,,
p1.8891.com.tw,57916,4937,,
iphoto.ipeen.com.tw,57831,4945,,
www.tripadvisor.com.tw,57445,4966,Y,Y
img.feebee.com.tw,57413,4967,,
www.7-11.com.tw,57263,4972,Y,
img.raidtalk.com.tw,56961,4987,,
www.walkerland.com.tw,56939,4989,Y,Y
www.buy123.com.tw,56819,4998,Y,Y
cart.books.com.tw,56524,5012,,Y
seller.shopee.tw,56506,5013,,
tickets.books.com.tw,56386,5027,,
twtraffic.tra.gov.tw,56370,5029,Y,
okapi.books.com.tw,56106,5045,,
gateway.raidtalk.com.tw,56024,5048,,
ref.gamer.com.tw,55727,5066,,Y
im.bahamut.com.tw,55570,5072,,
chat-ws.shopee.tw,55570,5073,,
www.momomall.com.tw,55532,5077,Y,Y
news.ftv.com.tw,55339,5088,,
www.clickforce.com.tw,55033,5100,Y,
gnn.gamer.com.tw,54904,5105,Y,Y
www.pixinsight.com.tw,54835,5111,,
app.family.com.tw,54817,5112,,
myaccount.books.com.tw,54744,5116,,Y
union.591.com.tw,54338,5141,,
c.8891.com.tw,54147,5156,,
www.cw.com.tw,53976,5162,Y,Y
images.buy123.com.tw,53874,5171,,
api.raidtalk.com.tw,53281,5214,,
viewer-ebook.books.com.tw,52263,5281,,
upload.raidcall.com.tw,52222,5283,,
appmarket.pixnet.tw,52037,5304,,
gametournament.garena.tw,51755,5330,,
www.ipeen.com.tw,51720,5333,Y,
ii.pcstore.com.tw,51633,5340,,
www.raidtalk.com.tw,51195,5363,Y,
www.commonhealth.com.tw,51141,5367,Y,
ani.gamer.com.tw,50621,5403,,Y
news.garena.tw,50257,5434,,
pda.mitake.com.tw,49891,5462,,
search.books.com.tw,49487,5493,,
www.marieclaire.com.tw,49473,5495,Y,Y
direct.buy123.com.tw,49134,5533,,
www.popdaily.com.tw,49045,5540,Y,Y
sosu.buy123.com.tw,48325,5601,,
adimg.raidtalk.com.tw,47856,5636,,
dejavu.buy123.com.tw,47541,5658,,
pub.ruten.com.tw,47304,5687,Y,Y
activity.books.com.tw,47292,5689,,Y
biggo.com.tw,47260,5692,,Y
www.ggifts.tw,47193,5698,Y,
update.raidtalk.com.tw,46963,5727,,
api2.raidtalk.com.tw,46772,5759,,
chat.shopee.tw,46684,5774,,
comment.garena.tw,46306,5815,,
www.gametower.com.tw,46183,5828,Y,Y
g.udn.com.tw,46089,5835,,
api-member.kkbox.com.tw,46010,5842,,
www.airbnb.com.tw,45881,5848,Y,
ibw.bwnet.com.tw,45587,5868,,Y
img.biggo.com.tw,45266,5895,,Y
img5.cna.com.tw,45216,5902,,
www.yahoo.com.tw,45156,5909,Y,Y
p.txwy.tw,45137,5912,,Y
www.backpackers.com.tw,45131,5915,Y,Y
admsapi.businessweekly.com.tw,44886,5934,,
snowplow.dcard.tw,44658,5955,,
mall.pchome.com.tw,44528,5971,Y,Y
tracker1.wasabii.com.tw,44423,5983,,
feebee.com.tw,44422,5984,Y,Y
www.cmh.com.tw,44402,5988,,
newevent.moba.garena.tw,43993,6015,,
tracking.businessweekly.com.tw,43838,6027,,
s.591.com.tw,43677,6038,,
newhouse.591.com.tw,43563,6050,,
invoice.etax.nat.gov.tw,43491,6054,,
mysterybundle.moba.garena.tw,43448,6060,,
admsmaterial.businessweekly.com.tw,42820,6121,,
tracker2.wasabii.com.tw,42722,6140,,
transport.ifunny.tw,42635,6165,,
www.managertoday.com.tw,42457,6186,Y,Y
mybidu.ruten.com.tw,42105,6219,Y,
m.591.com.tw,41862,6237,Y,Y
ecvip.pchome.com.tw,41600,6259,Y,Y
front-adsnew.babyhome.com.tw,41594,6261,,
img.966.tw,41312,6293,,
freeplay-aio.gametower.com.tw,41249,6301,,
img.nextmag.com.tw,41051,6320,,
tracking.babyhome.com.tw,40634,6364,,
ap.books.com.tw,40516,6388,,
momoco.momoshop.com.tw,40273,6415,,
notice.babyhome.com.tw,40183,6423,,
message.babyhome.com.tw,40025,6435,,
cdn.gametower.com.tw,39915,6444,,
rent.591.com.tw,39711,6463,,Y
wrpd.dlink.com.tw,39570,6478,,
adcl.pchome.com.tw,39502,6485,,
uts.104.com.tw,39403,6501,,
topbar.garena.tw,39369,6504,,
www.yes123.com.tw,39277,6513,Y,Y
group.books.com.tw,39106,6530,,
auth.blogbackup.com.tw,39007,6548,,
gameforum.garena.tw,38891,6565,,
s.lativ.com.tw,38817,6573,,
www.hotelscombined.com.tw,38519,6616,Y,Y
track.pcone.com.tw,38236,6658,,
sale.591.com.tw,38234,6659,,
www.businessweekly.com.tw,38128,6673,Y,Y
www.appledaily.com.tw,38089,6682,Y,
td.babyhome.com.tw,37895,6711,,
s1.lativ.com.tw,37891,6713,,
account.app.gametower.com.tw,37781,6730,,
s2.lativ.com.tw,37684,6751,,
img.shopping.friday.tw,37406,6797,,
keydeliver.chocotv.com.tw,37368,6803,,
mypaper.pchome.com.tw,37336,6810,Y,
s3.lativ.com.tw,37267,6813,,
aidma.104.com.tw,37175,6823,,
adpic.pchome.com.tw,37092,6837,,
www.railway.gov.tw,37065,6846,Y,Y
media.etmall.com.tw,36926,6863,,
epdg.epc.aptg.com.tw,36918,6864,,
www.ford.com.tw,36842,6877,Y,Y
api.xiaoyi.com.tw,36802,6881,,
photos.dcard.tw,36577,6901,,
www.techsolutions.com.tw,36233,6942,,
www.game168.com.tw,36211,6944,Y,
www.obdesign.com.tw,36124,6955,Y,Y
m.feebee.com.tw,35929,6977,Y,Y
www.alconvc.com.tw,35728,7008,,
up2date.cht.com.tw,35431,7059,,
opinion.ltn.com.tw,35396,7062,Y,
ext.pimg.tw,35371,7068,,
member.businessweekly.com.tw,35299,7090,,Y
ec.cw1.tw,35266,7094,,
moptt.tw,35239,7099,,
youth.books.com.tw,35229,7103,,
stun.raidtalk.com.tw,35159,7112,,
udc.raidcall.com.tw,35143,7117,,
s.zimedia.com.tw,34940,7145,,
lpush.txwy.tw,34784,7164,,
news.cts.com.tw,34783,7165,,
shopping.friday.tw,34756,7170,Y,Y
images.zi.org.tw,34722,7175,,
www.pcone.com.tw,34333,7239,,
bubble.104.com.tw,34262,7248,,
bepotv.ctitv.com.tw,34257,7250,,
log.xiaoyi.com.tw,34117,7270,,
f-member.babyhome.com.tw,33913,7305,,
img.chocotv.com.tw,33907,7306,,
comicimg.comico.com.tw,33881,7309,,
sslcode.adgeek.com.tw,33866,7313,,
www.etmall.com.tw,33763,7323,Y,Y
m.cna.com.tw,33568,7341,Y,
www.966.tw,33566,7342,Y,
m.lativ.com.tw,33302,7375,Y,Y
www.handicap-free.nat.gov.tw,33276,7381,,
files-3-adsnew.babyhome.com.tw,33253,7383,,
gotv.ctitv.com.tw,33087,7399,Y,
technews.tw,32973,7416,Y,
www.chocotv.com.tw,32949,7418,,
s4.lativ.com.tw,32759,7439,,
apis.lativ.com.tw,32709,7445,,
supertaste.tvbs.com.tw,32540,7458,,
images.pcone.com.tw,32472,7471,,
img.vogue.com.tw,32444,7476,,
img.technews.tw,32413,7484,,
secure.rakuten.com.tw,32370,7491,,
climax.nxt.tw,32244,7514,,
www.8891.com.tw,32237,7515,Y,Y
cadm.pcstore.com.tw,32226,7517,Y,Y
intel2018.lol.garena.tw,32086,7529,,
tls-detect.support.104.com.tw,31991,7543,,
shopping.gs1.pchome.com.tw,31948,7549,,
advertise.dcard.tw,31930,7556,,
news.gamme.com.tw,31859,7569,Y,Y
adc.cathaybk.com.tw,31613,7610,,
likr-image.likr.tw,31442,7640,,
partner.breaktime.com.tw,31336,7658,,
feed.babyhome.com.tw,31198,7686,,
mercury.books.com.tw,31170,7696,,
vivid.dcard.tw,31111,7706,,
m.forum.babyhome.com.tw,30674,7759,Y,Y
mgw2.myvideo.net.tw,30641,7763,,
bepo.ctitv.com.tw,30608,7770,,
upload.591.com.tw,30442,7787,,
point.ruten.com.tw,30433,7789,Y,
ubot.org.tw,30426,7790,,
www.readnovel.tw,30333,7801,,
calculate.pcstore.com.tw,30287,7810,,
www.esunbank.com.tw,30281,7811,Y,Y
secomcid.nxt.tw,30241,7824,,
m.buy123.com.tw,30207,7829,,Y
apis.pchome.com.tw,30146,7843,,Y
reg.nxt.tw,30032,7865,,
www.8591.com.tw,29968,7873,Y,Y
www.cheers.com.tw,29900,7882,Y,
images.gamme.com.tw,29761,7904,,
www.mirrormedia.com.tw,29641,7926,,
bnextmedia.s3.hicloud.net.tw,29568,7939,,
cdn.bnextmedia.com.tw,29534,7946,,
drd.hauchi.com.tw,29440,7965,,
m.commonhealth.com.tw,29398,7972,Y,
fget.mitake.com.tw,29319,7984,,
www.blogad.com.tw,29290,7990,,
mseller.pcstore.com.tw,29270,7993,Y,Y
health.tvbs.com.tw,29258,7995,,Y
www.gq.com.tw,29181,8015,Y,Y
adcenter.conn.tw,29075,8032,,
www.nexttv.com.tw,29021,8040,Y,
tracking.ezprice.com.tw,28645,8093,,
www.thsrc.com.tw,28418,8136,Y,Y
pumpkin.bnextmedia.com.tw,28401,8140,,
static.popdaily.com.tw,28323,8152,,
ttshow.tw,28312,8153,,
www.businesstoday.com.tw,28284,8159,Y,
fs1.shop123.com.tw,28252,8165,,
24h.ecimg.tw,28226,8171,,
files-4-adsnew.babyhome.com.tw,28162,8182,,
achang.tw,27961,8221,,
0rz.tw,27924,8227,,
app.cwb.gov.tw,27839,8240,,
images.1111.com.tw,27807,8244,,
static.proshop.com.tw,27560,8278,,
www.citibank.com.tw,27536,8285,Y,Y
ecapi.gs1.pchome.com.tw,27322,8316,,
photo.8891.com.tw,27320,8317,,
ipop.sina.com.tw,27207,8345,,Y
www.post.gov.tw,27192,8351,Y,Y
www.watsons.com.tw,27185,8355,Y,Y
www.ticrf.org.tw,27077,8373,,
www.bnext.com.tw,27024,8382,Y,Y
www.gvm.com.tw,26998,8387,Y,
msells.pcstore.com.tw,26803,8444,,
www.ubot.com.tw,26789,8450,Y,
online.carrefour.com.tw,26733,8469,,Y
forum.babyhome.com.tw,26614,8508,,Y
images.591.com.tw,26526,8537,,
i.marieclaire.com.tw,26497,8547,,
rec.ezprice.com.tw,26480,8551,,
video.nextmag.com.tw,26476,8552,,
www.heysongsarsaparilla2018sp.com.tw,26407,8567,,
www.gamebase.com.tw,26388,8572,Y,Y
track.tamedia.com.tw,26367,8575,,
www.lrsf.org.tw,26274,8597,,
rom-prod-auth.wegames.com.tw,26167,8622,,
www.cht.com.tw,26145,8632,Y,Y
gc.bahamut.com.tw,26143,8633,,Y
pic.adver.com.tw,26109,8641,,
files-2-adsnew.babyhome.com.tw,26045,8657,,
www.parenting.com.tw,26040,8658,Y,
rom-cdn.wegames.com.tw,25933,8676,,
cdn.kingstone.com.tw,25848,8688,,
www.fourpoints.com.tw,25767,8704,,
www.mkup.tw,25659,8729,,
rom-prod-gateway.wegames.com.tw,25615,8735,,
www.kingkong.com.tw,25566,8747,,Y
live.buy123.com.tw,25535,8751,,
link.photo.pchome.com.tw,25454,8768,,
www.cathaybk.com.tw,25399,8780,Y,
www.518.com.tw,25181,8821,Y,
www.pchomepay.com.tw,25022,8852,Y,
www.wow-woman.com.tw,24989,8862,Y,Y
gas.goodlife.tw,24962,8866,,
ecssl.pchome.com.tw,24885,8881,,Y
healthylives.tw,24754,8899,,Y
toolbar.google.com.tw,24695,8910,,
piwik.evertrust.com.tw,24693,8911,,
mass.ruten.com.tw,24657,8918,Y,
2018worldcup.ltn.com.tw,24607,8932,,
id.comico.com.tw,24607,8933,,Y
statics.591.com.tw,24500,8961,,
www.kingstone.com.tw,24475,8964,Y,Y
ec1img.pchome.com.tw,24430,8972,,
www.sportslottery.com.tw,24362,8983,Y,
api.wegames.com.tw,24352,8986,,
www.inovel.tw,24321,8993,,
acg.gamer.com.tw,24280,9000,,Y
www.umaji.com.tw,24280,9001,,
www.lscc.com.tw,24252,9010,,
pplv.catchup.com.tw,24236,9016,,
m.pcone.com.tw,24231,9018,,
ecrmtr.housefun.com.tw,24214,9022,,
m.life.tw,24187,9030,Y,Y
api.chocotv.com.tw,24059,9062,,
adjs.8591.com.tw,23724,9161,,
405aa.mitake.com.tw,23708,9170,,
dmws.housefun.com.tw,23596,9196,,
www.eprice.com.tw,23593,9199,Y,Y
img.kingkong.com.tw,23559,9206,,
act.17sing.tw,23552,9209,,
app.buy123.com.tw,23444,9223,,
123.cht.com.tw,23280,9257,,Y
health.businessweekly.com.tw,23176,9275,Y,Y
subaru.isobar.com.tw,23153,9283,,
law.moj.gov.tw,23059,9303,,
www.godgame.com.tw,22981,9322,Y,
img.591.com.tw,22818,9364,,
api.591.com.tw,22757,9376,,
school.bnextmedia.com.tw,22729,9382,,
www.cpbl.com.tw,22654,9397,Y,
files-1-adsnew.babyhome.com.tw,22496,9433,,
s3.food123.com.tw,22365,9456,,
www.colatour.com.tw,22314,9463,Y,Y
life.tw,22278,9471,,Y
17sing.tw,22266,9473,,
s1.8591.com.tw,22148,9505,,
event.chocotv.com.tw,22123,9509,,
www.landrover.tw,22061,9528,,Y
www.sogi.com.tw,22020,9535,Y,Y
apid.venraas.tw,21994,9542,,
www.efshop.com.tw,21990,9543,Y,
boss.pcstore.com.tw,21923,9554,Y,
static.8591.com.tw,21888,9564,,
appapi-ebook.books.com.tw,21887,9565,,
apk.tw,21873,9568,Y,Y
host.easylife.tw,21859,9575,,
esuntag.esunbank.com.tw,21810,9588,,
starthealthy.nestle.com.tw,21775,9596,,
line3-s1-all.fate-go.com.tw,21706,9618,,
s.8591.com.tw,21592,9644,,
lookme.club.tw,21533,9657,,
3c-events.yahoo.com.tw,21477,9671,,
mamibuy.com.tw,21336,9710,Y,Y
cdn.walkerland.com.tw,21293,9728,,
rate.bot.com.tw,21186,9776,,
www.skyscanner.com.tw,21022,9830,Y,Y
www.gtm.books.com.tw,20994,9835,,
ad.pchome.com.tw,20890,9874,,
ysm.hauchi.com.tw,20871,9879,,
statics.8591.com.tw,20859,9882,,
www.kidsplay.com.tw,20855,9883,Y,
cloudicap.nhi.gov.tw,20726,9927,,
img1.momomall.com.tw,20701,9940,,
libs.venraas.tw,20691,9942,,
yahoo.com.tw,20616,9978,,
image.obdesign.com.tw,20606,9981,,
enc.moe.edu.tw,20601,9984,,
news.housefun.com.tw,20546,9997,Y,
s3.fun123.com.tw,20546,9998,,
sslserver.twca.com.tw,20545,9999,,
report.sina.com.tw,20475,10019,,
pttweb.tw,20425,10033,,Y
feature.yahoo.com.tw,20424,10034,,
news.google.com.tw,20421,10036,,Y
blog.sina.com.tw,20385,10049,Y,
api.monster-strike.com.tw,20252,10089,,
adapi.mitake.com.tw,20240,10095,,
iview.sina.com.tw,20205,10111,,Y
m.healthylives.tw,20130,10144,Y,Y
img.17sing.tw,20112,10154,,
www.bigtw.com.tw,20069,10171,,
theme.ruten.com.tw,20049,10181,Y,
mobile.104.com.tw,19953,10237,,
obcdn4.obdesign.com.tw,19898,10268,,
ipopimgs.sina.tw,19882,10274,,
images2.gamme.com.tw,19849,10295,,
www.infothink.com.tw,19775,10334,,
img3.momomall.com.tw,19774,10335,,
img2.momomall.com.tw,19711,10362,,
i.gbc.tw,19706,10366,,Y
api.comico.com.tw,19552,10447,,
www.expedia.com.tw,19500,10465,Y,
line1-s1-all.fate-go.com.tw,19452,10487,,
bwsurvey.businessweekly.com.tw,19440,10491,,
www.costco.com.tw,19409,10506,Y,
m.parenting.com.tw,19352,10524,,Y
img.gohappy.com.tw,19322,10532,,
www.kocpc.com.tw,19258,10557,Y,Y
v140gs.nu3.joybomb.tw,19198,10582,,
dispcc.adbot.tw,19173,10598,,
graphicwb.104.com.tw,19153,10606,,
pvp.garena.tw,19091,10630,,
apih.venraas.tw,19063,10643,,
24hm.gs1.pchome.com.tw,19062,10645,,
www.edu.tw,19046,10649,Y,
www.cts.com.tw,19036,10653,Y,
www.lativ.com.tw,19006,10665,Y,
www5.technews.tw,18960,10678,,
opendata2.epa.gov.tw,18951,10684,,
img4.momomall.com.tw,18929,10696,,
line1-sdk-login.fate-go.com.tw,18883,10719,,
emap.pcsc.com.tw,18807,10746,,Y
www.tkec.com.tw,18738,10770,Y,Y
www.taishinbank.com.tw,18673,10799,Y,
files-0-adsnew.babyhome.com.tw,18656,10813,,
www.etax.nat.gov.tw,18640,10822,Y,Y
statics.8891.com.tw,18616,10829,,
ma.gametower.com.tw,18377,10943,,
img.gq.com.tw,18342,10962,,
line2-gameinfoc.fate-go.com.tw,18335,10964,,
image.8591.com.tw,18265,10995,,
12basic.edu.tw,18231,11010,,
img.eprice.com.tw,18220,11011,,
line1-sdk-pay.fate-go.com.tw,18206,11017,,
gtmobile.app.gametower.com.tw,18179,11028,,
cdncore.housefun.com.tw,18148,11047,,
taqm.epa.gov.tw,18145,11049,,
line1-gameinfoc.fate-go.com.tw,18123,11057,,
richart.tw,18040,11086,Y,
screw.104.com.tw,17915,11139,,
images.900.tw,17897,11148,,
alerts.ncdr.nat.gov.tw,17811,11185,,
lovemoney.tw,17807,11189,,
dc.8891.tw,17796,11190,,
chat.8591.com.tw,17764,11198,,
mrmad.com.tw,17710,11221,,Y
line1-patch.fate-go.com.tw,17703,11228,,
business.591.com.tw,17696,11229,,
link.parenting.com.tw,17538,11296,,
img.walkerland.com.tw,17477,11313,,
r.17sing.tw,17468,11319,,
news.591.com.tw,17227,11447,,
healthdaily.tw,17200,11465,,
vois3.cyberon.com.tw,17190,11469,,
support.hearst.com.tw,17123,11485,,
dcard.tw,17039,11511,,
forum.gamme.com.tw,16990,11530,Y,
gateway.17sing.tw,16989,11532,,
wellness.suntory.com.tw,16936,11553,,
www.abccar.com.tw,16914,11566,,Y
api.superweather.tw,16874,11582,,
img.cseller.pcstore.com.tw,16770,11621,,
m.wishnote.tw,16732,11637,Y,
lol.garena.tw,16679,11661,,Y
www.mcdelivery.com.tw,16672,11667,Y,
ad-tag.hearst.com.tw,16641,11691,,
img-fnc.ebc.net.tw,16595,11718,,
www.coolpc.com.tw,16582,11731,Y,Y
res.nu3.joybomb.tw,16554,11747,,
www.tsna.com.tw,16484,11772,Y,
event.pxmart.com.tw,16390,11831,,
user.gamer.com.tw,16362,11839,,
www.shareit.com.tw,16278,11877,,
cp.cw1.tw,16270,11881,,
member.pchome.com.tw,16234,11907,,Y
api.100.com.tw,16211,11914,,
www.s3.com.tw,16205,11920,Y,Y
